customer_id,first_name,last_name,age,gender,postal_code,email,phone_number,membership_status,total_spending,average_order_value,frequency,preferred_category,churned,join_date,last_purchased
690,Finn,Schulz,56,M,69006,finn.schulz@mail.com,+5406002775965,BASIC,912.22,39.66,23,TARTE,False,05/08/2011 10:55,26/12/2023 14:25
694,Henry,Simon,52,M,69002,HENRY.SIMON@PROTONMAIL.COM,33391621969,SILVER,665.45,1928.36,49,TARTE,False,02/07/2021 10:23,31/05/1938 16:44
714,Emily,Bernard,64,U,69002,EMILYB@ORANGE.FR,0,GOLD,789.2,16.79,47,TARTE,True,29/03/2046 16:11,23/03/2023 16:41
718,Sophia,Johnson,62,F,69002,sophia_johnson@hotmail.com,33719937265,BASIC,322.42,7.68,42,TARTE,True,03/04/2023 13:52,18/04/1996 15:05
723,Harper,Scott,46,M,69002,Harper.scott@web.de,33163413054,BASIC,518.8,17.89,29,TARTE,False,19/07/2019 14:17,09/08/2030 13:03
724,Ethan,Becker,23,M,69006,ethan.becker@mail.com,33818990669,GOLD,770.82,20.83,37,TARTE,False,19/06/2015 16:34,14/11/2023 12:11
735,Paul,Petit,23,F,69007,PAULPETIT@ICLOUD.COM,33142164594,GOLD,708.18,17.27,41,TARTE,False,06/10/2021 15:09,16/06/1977 10:44
741,Thomas,Thomas,44,U,69003,Thomas_thomas@yandex.com,0,GOLD,647.73,14.72,44,TARTE,True,08/08/2022 10:10,21/03/2023 11:50
757,Olivia,Harris,18,M,69007,Oharris@hotmail.com,33554398186,SILVER,173.59,6.2,28,TARTE,False,08/05/1944 16:28,30/11/2030 15:30
761,Harper,Garcia,24,F,69001,harper.garcia@mail.com,33937327207,BASIC,463.66,13.64,34,TARTE,True,11/08/2019 12:20,05/08/2023 15:59
773,Paul,Becker,25,F,69001,paulb@yandex.com,33883049480,BASIC,150.15,16.68,9,TARTE,False,21/05/2020 10:41,15/09/2030 11:52
777,Lukas,Walker,48,F,69003,Lukas_walker@hotmail.com,33750441195,SILVER,205.4,25.68,8,TARTE,True,27/03/2070 11:37,20/11/2014 10:27
784,Hugo,Wilson,28,F,69003,Hwilson@free.fr,1,BASIC,246.74,5.61,44,TARTE,False,12/08/2023 13:20,11/06/2023 14:16
791,Isabella,Simon,61,F,69001,Isabellasimon@mail.com,33681815673,BASIC,955.35,136.48,7,TARTE,False,28/09/2030 14:48,20/09/2026 16:13
801,Ava,Leroy,27,M,69003,Ava_leroy@free.fr,33509759270,BASIC,546.23,14.37,38,TARTE,True,23/06/2022 14:16,23/06/2024 13:22
803,Mia,Dubois,40,U,69006,Miad@wanadoo.fr,33988083857,GOLD,380.96,7.77,49,TARTE,True,03/09/1977 14:03,20/09/2017 10:25
809,James,Richard,64,U,69001,JRICHARD@YAHOO.COM,33164474504,SILVER,513.47,23.34,22,TARTE,True,26/09/2022 11:14,07/08/1948 11:09
813,Amelia,Hall,45,F,69003,Ameliah@gmail.com,33911870940,SILVER,392.6,26.17,15,TARTE,True,12/08/2016 14:17,14/04/1991 13:30
124,Marie,Müller,47,F,69002,MARIEM@ORANGE.FR,33452993536,SILVER,724.87,241.62,3,,False,06/03/1942 11:07,12/11/2022 11:39
250,Emily,Green,47,M,69006,EGREEN@MAIL.COM,(5,GOLD,941.94,26.17,36,,False,25/08/2023 14:12,07/12/2023 15:49
253,Leon,Robinson,44,U,69002,leon.robinson@icloud.com,33819729249,SILVER,185.38,5.98,31,,True,12/04/2023 11:52,07/02/2023 13:21
266,Hannah,Garcia,51,F,69001,hgarcia@orange.fr,+860 (368)-727-1405,BASIC,426.09,14.69,29,,False,20/07/2022 14:10,02/08/1906 13:39
267,Harry,Meyer,44,F,69007,HARRY.MEYER@YAHOO.COM,+229 (930)-681-4699,BASIC,79.13,5.65,14,,False,02/07/2021 9:57,19/10/2016 9:30
269,James,Anderson,18,M,69001,janderson@hotmail.com,0,SILVER,144.99,6.04,24,,False,03/11/2018 11:50,18/08/2030 9:18
273,Emma,Martin,56,F,69007,EMMA.MARTIN@ORANGE.FR,33745893044,GOLD,595.12,12.15,49,,True,01/09/2021 13:10,22/09/1999 10:41
275,Sophie,Schneider,41,U,69002,Sophies@outlook.com,33149857573,SILVER,384.89,15.4,25,,False,31/08/2029 13:36,22/08/2023 14:55
286,Mason,Jackson,27,M,69002,MASONJACKSON@YAHOO.COM,33973790061,BASIC,261.04,6.53,40,,True,26/08/2021 11:54,24/12/2014 10:49
288,Noah,Clark,52,F,69006,Noahc@mail.com,33801304933,BASIC,142.97,9.53,15,,False,14/05/1952 13:16,14/05/1904 16:21
303,Finn,Robinson,84,M,69006,finnr@mail.com,33158449447,BASIC,158.52,4.28,37,,True,25/02/2022 11:11,02/05/2023 10:25
307,Henry,Leroy,56,F,69001,henry.leroy@icloud.com,33780500271,BASIC,457.43,14.76,31,,True,12/02/2021 11:40,07/02/1989 10:09
308,James,Weber,66,F,69001,JWEBER@ORANGE.FR,0,BASIC,771.6,32.15,24,,False,21/05/1957 16:02,10/12/1901 10:43
317,Thomas,Meyer,48,U,69003,Thomasm@icloud.com,33952732148,BASIC,320.55,7.45,43,,False,20/06/2023 9:17,18/07/2023 14:08
328,Emily,Becker,51,F,69001,EMILY_BECKER@OUTLOOK.COM,33965951445,GOLD,200.88,18.26,11,,True,12/05/2021 14:12,13/04/2019 16:09
334,Sophie,Laurent,58,F,69007,SOPHIEL@YANDEX.COM,33900808839,BASIC,494.24,22.47,22,,False,09/09/1934 12:20,22/11/2020 9:57
335,Léa,Brown,56,M,69006,LÉA.BROWN@FREE.FR,,GOLD,128.58,6.43,20,,False,15/05/2023 14:16,27/11/2023 11:52
336,Chloé,Jackson,49,M,69002,chloéj@gmail.com,33579963684,BASIC,992.76,5221.34,27,,False,30/12/1953 16:51,05/07/2023 15:06
340,Amélie,Wilson,44,M,69007,amélie_wilson@laposte.net,33639933335,BASIC,1150415.5,12.82,50,,False,06/03/2023 14:52,26/01/2017 11:39
343,Chloe,Schulz,67,F,69003,Chloes@orange.fr,33248359200,SILVER,636435.2,17.73,20,,False,14/06/2017 16:31,21/10/2023 13:19
349,Paul,Wagner,45,M,69003,Pwagner@free.fr,33372035259,GOLD,804.79,16.42,49,,False,08/05/2022 15:09,14/12/2023 11:50
358,Marie,Weber,19,M,69002,mariew@web.de,33780417584,GOLD,268.9,15.82,17,,True,25/01/2022 10:24,02/02/1990 9:10
360,Louis,Miller,46,M,69001,lmiller@yahoo.com,33575113070,BASIC,254.08,7.06,36,,False,28/05/2021 16:44,28/07/2030 12:32
362,Liam,Harris,62,M,69007,LIAMH@LAPOSTE.NET,33947727254,SILVER,472.42,67.49,7,,True,19/08/2027 9:24,17/04/2023 12:49
365,Jack,Richard,68,M,69006,jrichard@orange.fr,33113361145,GOLD,568.77,24.73,23,,False,15/01/2030 16:54,15/08/2023 12:46
395,Thomas,Wright,57,M,69001,thomasw@protonmail.com,33431419412,BASIC,654.94,13.37,49,,False,10/03/2023 15:25,07/11/2023 15:16
405,Noah,Allen,18,M,69007,noaha@protonmail.com,33816213071,SILVER,852.43,44.86,19,,False,23/02/2022 13:20,11/06/2023 11:41
409,Leon,Dubois,45,F,69006,LDUBOIS@ICLOUD.COM,33458630475,SILVER,1126488.15,24.14,26,,False,30/09/2025 15:12,08/06/2023 11:53
415,Harper,Richard,46,M,69001,HARPERR@WEB.DE,33727532267,BASIC,941.49,20.47,46,,True,31/08/1935 13:50,22/01/2023 9:14
421,Chloe,White,59,F,69003,Chloew@orange.fr,33267024979,GOLD,403.17,16.8,24,,False,12/12/2022 13:07,04/11/2014 16:01
422,Hannah,Johnson,49,F,69002,HANNAHJOHNSON@FREE.FR,33395792806,BASIC,863.01,33.19,26,,False,02/03/2022 16:53,26/07/2026 9:38
425,James,Schneider,50,M,69002,Jschneider@yahoo.com,33654022164,SILVER,542.58,11.07,49,,True,25/02/2041 14:42,23/01/2023 13:05
427,Paul,Scott,29,M,69001,PAULSCOTT@FREE.FR,33903660327,BASIC,770.63,24.08,32,,True,03/10/2023 14:34,27/11/2016 11:34
439,Hugo,Petit,57,F,69007,Hugo_petit@gmail.com,33838917169,BASIC,953.89,29.81,32,,False,04/05/2023 11:59,05/11/2023 12:43
441,William,Durand,37,M,69002,WILLIAM.DURAND@FREE.FR,33644080252,SILVER,465.01,13.68,34,,True,02/01/2096 11:23,17/07/2013 12:03
451,Sophie,King,44,M,69001,SOPHIEKING@LAPOSTE.NET,33480347370,SILVER,502.54,17.95,28,,True,13/04/2022 11:26,13/04/2023 10:31
463,Henry,Moreau,29,F,69003,henrymoreau@free.fr,33441225069,SILVER,334.48,41.81,8,,False,14/07/2020 11:58,11/07/2023 10:28
473,Thomas,Martin,67,F,69006,tmartin@wanadoo.fr,33833280902,GOLD,226259.75,12.61,10,,True,25/03/1992 11:40,14/03/2023 15:54
475,Marie,Schneider,24,M,69003,Maries@gmx.de,33285242002,SILVER,900.66,37.53,24,,False,21/09/1961 16:26,14/10/2023 11:55
483,Noah,Walker,64,F,69001,noahw@yandex.com,33744308588,GOLD,261.73,7.27,36,,True,08/10/2020 15:23,25/04/2023 14:45
489,Olivia,Petit,24,F,69007,Oliviap@protonmail.com,33428501727,BASIC,846.39,60.46,14,,True,12/07/2022 13:59,22/11/2029 13:26
500,Hannah,Green,67,F,69006,hannahgreen@mail.com,33545243619,BASIC,194.75,7.21,27,,False,09/01/2029 15:38,01/10/2023 16:03
512,Thomas,Harris,40,F,69003,thomas_harris@outlook.com,33906730670,SILVER,231.88,16.56,14,,False,28/06/2021 10:41,14/08/2023 9:21
532,Harper,Lewis,43,M,69001,harperlewis@gmail.com,33505462161,BASIC,216.04,30.86,7,,False,22/10/1998 15:50,09/08/2023 15:23
535,Amélie,Brown,37,F,69001,Amélie_brown@laposte.net,33771284261,SILVER,558.58,16.93,33,,False,07/02/2021 11:27,25/02/1953 13:58
559,Mason,Dubois,45,F,69006,MASONDUBOIS@FREE.FR,33386469453,BASIC,556.65,185.55,3,,False,13/08/2068 10:08,02/01/2083 15:01
560,Jack,Miller,23,M,69003,jmiller@icloud.com,33458515118,BASIC,655.53,81.94,8,,False,26/12/2013 16:23,18/02/2033 10:38
565,Leon,Richard,41,M,69001,lrichard@outlook.com,33858647558,SILVER,127.38,7.96,16,,False,13/10/2013 10:23,06/12/2023 9:19
569,Léa,Anderson,40,U,69002,Léa.anderson@free.fr,33730391556,GOLD,901395.15,13.95,36,,True,15/11/2023 10:20,01/07/2020 16:37
599,Noah,Green,32,U,69002,NOAH_GREEN@MAIL.COM,33902192358,SILVER,498.75,83.12,6,,True,19/01/2041 14:53,18/04/2023 14:00
612,Amélie,Moreau,32,M,69007,amoreau@web.de,33387634443,SILVER,296.55,2476.48,17,,True,02/10/1952 14:30,11/02/1985 16:11
613,Mia,Adams,18,F,69001,Madams@icloud.com,33534759827,BASIC,588.25,15.08,39,,False,06/03/2095 10:51,19/01/2014 11:43
617,Harry,Bernard,40,F,69001,Harrybernard@free.fr,33784157854,BASIC,692.26,2137.1,46,,False,18/07/2021 16:38,25/06/2059 11:56
621,Paul,Johnson,67,F,69003,Paul.johnson@orange.fr,33635046205,SILVER,55.11,4.24,13,,False,04/06/2022 9:16,13/06/2023 9:36
624,Sophie,Robert,32,M,69006,sophie.robert@web.de,+2957511717549,BASIC,913.92,24.05,38,,True,21/10/2022 13:36,09/07/2013 15:26
648,Ethan,Green,23,F,69006,ethan.green@yandex.com,33499350782,BASIC,904.65,4758.42,27,,False,11/07/1902 9:28,12/05/2023 15:47
651,Mia,Robinson,51,M,69007,Miar@protonmail.com,33579698031,BASIC,344.71,28.73,12,,True,03/12/2021 13:42,01/06/2023 13:54
664,Alexander,Meyer,22,F,69006,Alexander.meyer@yandex.com,33325586084,BASIC,124.75,2.97,42,,True,25/03/2094 15:43,13/04/2023 13:59
666,Lucas,Anderson,38,F,69002,LANDERSON@GMX.DE,33978408497,BASIC,544.71,27.24,20,,False,18/03/2041 16:20,05/09/2015 13:26
676,Emily,Martinez,45,F,69001,Emily_martinez@hotmail.com,0,SILVER,600.91,12.79,47,,True,01/10/2030 14:59,21/11/2032 16:45
678,Emma,Fischer,45,F,69006,EMMA.FISCHER@HOTMAIL.COM,0,GOLD,772.57,35.12,22,,True,21/07/2023 14:09,23/03/2023 9:45
680,Sophia,Walker,42,M,69007,sophia.walker@laposte.net,33151115735,SILVER,864.47,36.02,24,,True,25/09/2022 15:51,15/07/1915 13:13
695,James,Taylor,45,M,69002,jamest@protonmail.com,33838470371,BASIC,1585559.4,20.08,44,,False,24/10/1902 9:56,26/09/1900 16:42
697,Paul,Green,43,M,69001,Paul_green@protonmail.com,33685461241,GOLD,629.29,69.92,9,,False,23/04/2029 12:10,02/05/2053 9:03
706,Oliver,Miller,57,F,69003,oliverm@hotmail.com,)-9,SILVER,847.27,282.42,3,,True,07/01/2075 9:50,15/06/1959 10:29
711,Mason,Richard,51,M,69002,Mason_richard@web.de,0,GOLD,309.58,9.99,31,,False,15/03/2022 9:45,04/09/2023 12:54
712,Jack,Garcia,69,M,69001,jack_garcia@mail.com,+817 (805)-865-3895,GOLD,121.35,2.43,50,,False,05/05/2022 16:13,30/05/1995 12:01
733,James,Young,32,F,69002,JYOUNG@OUTLOOK.COM,33705296107,SILVER,228.47,12.69,18,,False,04/05/2023 12:34,26/06/2023 13:02
746,Hugo,King,26,M,69003,HKING@OUTLOOK.COM,0,GOLD,99.91,322.34,44,,False,18/10/2028 16:55,24/10/1903 13:17
748,William,Robinson,52,M,69002,Wrobinson@yandex.com,+180 (677)-148-1539,GOLD,659016.3,11.13,33,,False,16/03/1997 14:50,26/10/2023 16:37
753,Isabella,Weber,44,M,69002,isabella.weber@orange.fr,33772649331,SILVER,399.16,9.98,40,,False,04/11/2021 9:43,12/06/2023 16:40
766,Finn,White,43,M,69002,FINN_WHITE@OUTLOOK.COM,+803 (222)-723-8578,BASIC,373.08,10.66,35,,True,28/12/2012 16:54,04/01/2023 15:01
782,Oliver,Clark,68,F,69006,oliver.clark@yandex.com,33565450010,GOLD,106.86,3.34,32,,False,29/11/2062 14:14,12/09/2014 11:09
787,Mason,Schulz,63,M,69002,Mason.schulz@gmx.de,33755246705,GOLD,441.41,16.35,27,,False,17/05/2013 11:59,01/11/2023 10:32
792,Emma,Taylor,39,F,69007,etaylor@icloud.com,33901957946,SILVER,985.41,31.79,31,,True,25/06/2023 15:48,27/05/2023 13:43
793,Leon,Wagner,41,F,69007,Leon.wagner@orange.fr,33815263818,BASIC,462.02,14.9,31,,True,01/02/2022 16:06,20/02/2009 15:39
797,Léa,Robinson,20,F,69002,léar@web.de,33387023621,BASIC,645.18,20.81,31,,True,24/02/2057 10:46,31/08/1920 12:40
806,Hannah,Harris,67,M,69002,hannahh@wanadoo.fr,33613477526,BASIC,934871.9,11.32,46,,False,17/03/2020 11:45,18/08/2023 15:28
811,Paul,Meyer,58,M,69002,Paulm@icloud.com,68,BASIC,200.68,6.47,31,,False,31/01/1926 10:18,12/01/2029 9:08
814,Sophie,White,25,M,69006,sophie_white@gmail.com,33808158106,GOLD,336.31,8.41,40,,False,05/08/2019 16:03,18/02/2085 10:30
102,Chloé,Smith,31,F,69006,CSMITH@HOTMAIL.COM,0,GOLD,744.21,4403.42,24,BREAD,False,15/01/2074 16:27,17/09/1902 9:22
105,Ava,Allen,50,F,69006,Ava.allen@hotmail.com,33267246001,SILVER,629.48,16.57,38,BREAD,True,16/03/2000 13:06,18/05/2023 9:29
106,Amélie,Schmidt,45,F,69003,Amélie.schmidt@protonmail.com,33410798418,GOLD,776.1,38.8,20,BREAD,False,18/11/2023 10:57,10/01/2029 9:40
116,Benjamin,Garcia,59,F,69001,Benjamin_garcia@protonmail.com,33844144576,BASIC,713.8,18.3,39,BREAD,True,01/02/2025 12:37,10/09/2023 9:38
119,Sophie,Anderson,33,M,69003,SOPHIE.ANDERSON@FREE.FR,33355106205,BASIC,507.18,56.35,9,BREAD,True,24/09/2023 15:31,06/12/1900 16:30
122,Thomas,Johnson,21,M,69003,thomasj@orange.fr,33940215217,BASIC,160.38,5.17,31,BREAD,False,07/11/2023 12:43,30/07/2079 10:04
123,Lucas,Martin,45,M,69003,LUCAS_MARTIN@FREE.FR,33659507525,GOLD,248.04,22.55,11,BREAD,False,20/10/2022 10:40,08/09/2023 9:51
146,Mia,Thomas,52,M,69007,mia_thomas@orange.fr,33159115971,SILVER,108.22,2.21,49,BREAD,True,19/06/2037 13:41,02/09/2023 15:27
155,Benjamin,Allen,45,M,69001,benjamin_allen@yahoo.com,33447016493,BASIC,266.39,15.67,17,BREAD,False,26/07/2019 14:10,06/01/2023 16:12
156,Emma,Schmidt,66,F,69001,EMMA_SCHMIDT@OUTLOOK.COM,33572120136,GOLD,682.74,62.07,11,BREAD,False,04/08/2030 10:17,02/09/2015 16:51
167,Liam,Meyer,28,M,69003,LIAM.MEYER@WEB.DE,33666083986,SILVER,904.08,27.4,33,BREAD,True,29/10/2012 12:44,26/02/2014 14:19
172,Emily,Johnson,60,M,69006,EMILY_JOHNSON@LAPOSTE.NET,33143055569,SILVER,518.02,21.58,24,BREAD,True,24/11/2023 13:24,03/01/2023 10:09
178,Sophie,Becker,75,M,69001,SBECKER@HOTMAIL.COM,33221671325,BASIC,732.94,73.29,10,BREAD,False,17/09/2022 14:40,12/10/2023 10:10
182,Ethan,Lewis,45,M,69003,ethan_lewis@web.de,33624131406,GOLD,1474772,74.69,11,BREAD,True,25/11/2022 13:46,05/12/2023 10:57
185,Mia,Brown,43,U,69002,Mbrown@yandex.com,+307 (926)-910-7111,SILVER,933.07,31.1,30,BREAD,True,19/11/2022 13:08,07/07/2023 9:20
187,Chloe,Young,25,M,69002,chloey@icloud.com,33530113611,SILVER,297.5,12.4,24,BREAD,False,15/04/2025 14:44,24/09/2081 9:55
188,Hannah,Clark,54,M,69006,hannah.clark@laposte.net,5,BASIC,875.03,18.62,47,BREAD,True,06/02/2023 9:28,11/01/2023 12:55
199,Alexander,Wagner,45,F,69001,alexander.wagner@laposte.net,33992597299,GOLD,107.45,3.07,35,BREAD,False,06/01/2022 14:48,10/10/2023 9:31
200,Thomas,Green,59,M,69007,tgreen@outlook.com,33771410493,GOLD,375693.5,5.37,39,BREAD,False,27/03/2032 12:59,25/02/1929 14:44
206,Liam,Schmidt,45,U,69006,liam_schmidt@yandex.com,33375328489,SILVER,579.02,32.17,18,BREAD,False,07/12/2021 13:16,12/01/1948 14:14
216,Olivia,Garcia,49,F,69003,oliviag@mail.com,33158521062,GOLD,702096.3,10.87,36,BREAD,False,11/09/2019 11:11,22/01/2023 10:26
220,Harper,Hall,53,F,69002,hhall@yandex.com,33355919543,GOLD,616.3,15.03,41,BREAD,True,29/11/2012 12:21,04/02/2023 15:31
227,Hannah,Scott,67,F,69007,hannahs@mail.com,33320474102,BASIC,729.27,31.71,23,BREAD,False,24/11/2028 12:00,17/09/2023 9:12
229,Henry,Martinez,70,F,69002,henry_martinez@yahoo.com,33925697504,SILVER,110.39,6.49,17,BREAD,False,11/06/2022 11:02,03/02/2021 15:26
237,Lukas,Young,50,U,69006,Lukas.young@hotmail.com,33134730234,BASIC,75.6,5.82,13,BREAD,True,02/03/2021 14:49,18/03/2023 12:27
241,Marie,Durand,52,M,69006,Mdurand@outlook.com,33665996876,GOLD,436.29,11.79,37,BREAD,True,23/04/1927 15:51,26/12/2075 12:27
247,Mason,Simon,24,M,69007,Msimon@free.fr,33507121309,BASIC,165.84,9.21,18,BREAD,False,07/10/2021 11:53,20/11/1981 15:33
249,Noah,Wagner,45,F,69003,Noahwagner@gmx.de,33682866690,GOLD,235.49,235.49,1,BREAD,False,18/06/2021 9:30,16/11/2019 10:57
260,Ethan,Miller,48,M,69007,Ethan_miller@wanadoo.fr,33115943417,BASIC,265.22,9.15,29,BREAD,False,19/12/2022 14:39,20/06/2023 16:15
274,Amelia,Müller,45,F,69001,AMELIA.MÜLLER@WANADOO.FR,33437759838,BASIC,114.11,3.17,36,BREAD,False,28/05/2029 15:24,23/02/2023 11:48
296,Léa,Thomas,24,M,69007,léathomas@yandex.com,33327239432,GOLD,421.65,3991.62,15,BREAD,False,20/09/2019 11:42,04/10/2035 16:20
301,Amélie,King,83,F,69002,amélie.king@yahoo.com,33752648219,BASIC,997.01,19.94,50,BREAD,True,24/11/2023 15:59,23/06/2064 15:27
310,Paul,Miller,48,F,69007,PAULMILLER@OUTLOOK.COM,33536118180,SILVER,810.88,40.54,20,BREAD,True,11/08/2023 10:46,25/01/2023 9:26
313,Amelia,Moreau,52,M,69002,ameliamoreau@orange.fr,33848619707,GOLD,427.58,61.08,7,BREAD,False,06/11/2019 9:12,07/08/2023 13:48
318,Lucas,Bernard,43,M,69007,lucas_bernard@gmx.de,33364468608,GOLD,944.62,22.49,42,BREAD,False,09/01/2021 9:10,27/08/2023 12:10
320,Oliver,Hall,43,F,69006,Oliverhall@web.de,+601664618121,SILVER,816.22,19.43,42,BREAD,False,04/08/2023 16:10,22/08/2028 11:36
350,Benjamin,Green,66,F,69007,benjamin.green@gmx.de,33458415418,BASIC,141.31,70.66,2,BREAD,False,25/07/2022 14:49,07/10/1916 13:04
363,William,Moreau,68,M,69003,william.moreau@outlook.com,33567283491,GOLD,393,13.55,29,BREAD,True,25/09/1931 12:56,27/02/2027 15:55
371,Sophia,White,38,F,69006,sophia.white@protonmail.com,33329678728,BASIC,908.85,18.18,50,BREAD,False,04/02/2029 16:52,22/08/1960 10:28
388,Paul,Clark,29,M,69003,Paulc@orange.fr,33558389793,SILVER,543.52,2967.8,26,BREAD,False,02/12/2022 14:15,13/10/2023 11:17
393,Lukas,Schulz,23,F,69006,lschulz@icloud.com,33320011157,BASIC,105.88,3.31,32,BREAD,False,09/06/2016 9:47,24/10/2023 12:44
413,Léa,Moreau,54,F,69007,Léa_moreau@icloud.com,33609767415,SILVER,121.08,5.04,24,BREAD,False,27/11/2022 14:51,28/08/2032 16:33
416,Ethan,Garcia,45,M,69003,egarcia@wanadoo.fr,33864174274,BASIC,300.44,75.11,4,BREAD,True,21/10/2027 14:57,05/09/2023 14:50
418,Amélie,Bernard,31,M,69002,améliebernard@gmail.com,+672 (623)-161-6198,SILVER,673.17,5973.94,16,BREAD,False,10/07/2017 12:23,24/05/1985 10:45
420,Finn,Hall,55,M,69007,FINN_HALL@YAHOO.COM,33569781000,BASIC,602.14,14.69,41,BREAD,True,25/10/2022 11:22,25/08/2023 9:01
437,Oliver,Young,67,M,69006,oyoung@wanadoo.fr,33908193819,SILVER,798.34,19.47,41,BREAD,False,16/08/2022 12:56,12/01/2016 14:14
448,Leon,Taylor,63,F,69007,LEONT@MAIL.COM,33312383880,GOLD,166.76,33.35,5,BREAD,True,01/12/2027 12:35,19/06/2026 15:37
452,Léa,Smith,25,U,69006,léa_smith@protonmail.com,+8656753044112,SILVER,387.77,15.51,25,BREAD,True,26/06/2023 16:56,02/01/2023 14:57
454,Harper,Rodriguez,53,F,69006,harperr@orange.fr,33817948157,BASIC,1120941.6,12.49,50,BREAD,False,26/10/1982 14:16,01/07/2028 16:56
467,Benjamin,Meyer,19,U,69001,Benjamin.meyer@web.de,+55 (670)-466-3676,BASIC,763.95,190.99,4,BREAD,False,09/07/2013 13:34,15/09/2023 10:55
477,Louis,Scott,90,F,69006,louis.scott@laposte.net,33682531643,SILVER,738.44,2688.06,39,BREAD,True,01/02/2023 13:15,11/06/1964 13:36
490,Sophie,Wilson,59,M,69002,sophiew@mail.com,33152198575,SILVER,642.64,13.97,46,BREAD,True,17/05/2021 14:57,20/05/2023 16:19
514,Marie,Adams,67,M,69001,MARIE.ADAMS@YAHOO.COM,33476872139,SILVER,260077.55,3.22,45,BREAD,False,19/04/2022 10:42,24/11/2023 12:49
518,Liam,Bernard,41,U,69006,liamb@hotmail.com,0,BASIC,208.32,6.51,32,BREAD,True,07/10/2020 15:20,25/12/1961 13:04
521,Jack,White,45,F,69007,jack.white@orange.fr,33829041047,GOLD,880.28,26.68,33,BREAD,False,06/12/2020 14:00,14/09/2026 11:09
536,Mia,Jackson,19,F,69001,miajackson@gmx.de,33490814338,GOLD,988.01,109.78,9,BREAD,False,04/12/2082 10:50,12/02/2023 16:05
551,Thomas,King,25,F,69001,THOMAS_KING@WEB.DE,33660232743,BASIC,193.56,16.13,12,BREAD,False,10/09/2015 12:42,19/08/2023 13:20
570,Chloé,Hall,67,M,69003,Chloé_hall@free.fr,33796950695,SILVER,934.04,46.7,20,BREAD,True,19/10/2017 16:58,02/09/2023 16:53
571,Harper,White,60,F,69006,harper_white@web.de,33765041028,GOLD,778.84,17.31,45,BREAD,False,13/07/2023 9:33,07/05/1985 14:09
584,Benjamin,Laurent,31,F,69007,benjaminlaurent@laposte.net,33490923455,BASIC,990.72,247.68,4,BREAD,False,15/10/2021 16:50,13/06/2023 16:46
587,Lukas,Clark,69,U,69001,LUKASCLARK@WEB.DE,33580253132,BASIC,707.4,2183.96,46,BREAD,True,27/04/2016 16:37,27/07/1978 16:53
591,Marie,Baker,45,M,69007,marie_baker@protonmail.com,33283627458,BASIC,819.4,273.13,3,BREAD,False,21/03/1936 10:59,11/07/2023 14:59
607,Léa,Weber,40,U,69003,Léaweber@yandex.com,+1553950168856,GOLD,932.75,21.69,43,BREAD,False,24/03/2021 15:24,11/03/2023 14:35
609,Harper,Miller,28,F,69003,harperm@outlook.com,33979351068,SILVER,452.1,9.42,48,BREAD,True,30/04/1975 9:49,05/02/1955 16:01
615,Chloe,Garcia,31,M,69001,chloegarcia@protonmail.com,33375707921,BASIC,414.32,1177.18,50,BREAD,False,25/02/2017 15:44,15/03/1915 13:45
616,Hannah,Meyer,50,M,69007,Hannahmeyer@protonmail.com,33120848987,SILVER,565.18,113.04,5,BREAD,True,28/09/2023 14:17,10/11/2023 12:15
618,Henry,Anderson,58,F,69001,henrya@laposte.net,33298219418,BASIC,515.13,515.13,1,BREAD,False,06/02/2015 10:08,25/10/2020 13:57
625,Lukas,Scott,65,M,69002,LUKAS_SCOTT@WANADOO.FR,+4542565319273,SILVER,984.68,36.47,27,BREAD,False,25/11/2022 13:28,02/06/2023 12:31
637,Noah,Petit,28,M,69002,NOAHP@GMX.DE,33841013622,BASIC,941.86,29.43,32,BREAD,True,26/11/2063 15:26,03/02/2023 15:45
645,Léa,Simon,51,M,69002,Léa_simon@free.fr,0,BASIC,470.09,17.41,27,BREAD,False,19/10/2023 9:32,22/11/2023 14:00
647,Harper,Wagner,34,F,69002,HARPERW@GMAIL.COM,33721647376,SILVER,1491106.5,415.35,2,BREAD,False,01/08/2023 9:42,16/11/2013 14:15
649,Ava,King,40,M,69007,Aking@web.de,33316996443,GOLD,722.52,14.45,50,BREAD,True,20/08/1962 12:14,04/05/1957 11:57
652,Finn,Rodriguez,38,M,69003,finnrodriguez@wanadoo.fr,33388606157,GOLD,311.67,2950.76,15,BREAD,True,12/03/2021 13:31,26/08/2017 14:01
653,Chloe,Allen,41,F,69007,CALLEN@FREE.FR,+5812151425185,SILVER,761.9,761.9,1,BREAD,True,22/12/2021 14:21,29/06/2068 15:23
657,James,Dubois,46,F,69002,jdubois@wanadoo.fr,33924528859,SILVER,864.61,23.37,37,BREAD,False,20/09/2031 9:27,05/01/2021 15:04
660,Benjamin,Harris,46,F,69001,BENJAMIN_HARRIS@WEB.DE,0,GOLD,1138083.85,126.81,5,BREAD,False,06/07/2023 15:08,22/11/2041 12:23
667,Marie,Hall,59,U,69003,marie_hall@gmx.de,0,GOLD,924.79,84.07,11,BREAD,True,09/04/2015 10:29,27/02/2023 14:23
671,Liam,Müller,29,F,69006,liamm@laposte.net,33988461205,GOLD,248.91,7.11,35,BREAD,True,01/04/2021 10:01,05/06/2023 15:28
